ID,RMSE,MEDIAN,SD,SSIM,WS_DIST
Full Domain,136.906369962888,59.6275208177847,674.997958509394,0.918587161137307,0.000736699999999877
Log Domain,0.209953527651281,0.346541870057242,0.629947542494228,0.977364037365473,0.00535489191919208
Fast Domain,671.218413444157,59.6275208177847,674.997958509394,0.631567061132493,0.00931805656565655
